source,target,lag,pval,val,abs_val,source_group,target_group,hierarchy_allowed,tau_max
compartment/co2_concentration,compartment/co2_concentration,1,0.0,0.7239576558727354,0.7239576558727354,State,State,True,12
compartment/co2_concentration,compartment/co2_concentration,5,2.3893972769539995e-09,-0.05586826503753453,0.05586826503753453,State,State,True,12
compartment/co2_concentration,compartment/co2_concentration,6,0.09477003842238646,0.015650187172199726,0.015650187172199726,State,State,True,12
compartment/screen_blackout/screen_position,compartment/co2_concentration,1,0.09276567457846298,0.015737033782696322,0.015737033782696322,Action,State,True,12
compartment/window_position_lee_side,compartment/co2_concentration,1,7.739874225929387e-32,-0.10960394741257357,0.10960394741257357,Action,State,True,12
compartment/window_position_lee_side,compartment/co2_concentration,4,0.0008013927729882892,0.03137786437468913,0.03137786437468913,Action,State,True,12
compartment/window_position_lee_side,compartment/co2_concentration,5,0.05645028337359979,0.0178584807445739,0.0178584807445739,Action,State,True,12
compartment/window_position_wind_side,compartment/co2_concentration,1,2.4726717974250477e-05,0.039466614480980364,0.039466614480980364,Action,State,True,12
energy/co2_dosage,compartment/co2_concentration,1,0.0,0.5722452309915033,0.5722452309915033,Action,State,True,12
energy/co2_dosage,compartment/co2_concentration,2,9.281964592444684e-122,-0.21707342989242792,0.21707342989242792,Action,State,True,12
energy/co2_dosage,compartment/co2_concentration,3,8.364730206060891e-32,-0.10955256682943577,0.10955256682943577,Action,State,True,12
energy/co2_dosage,compartment/co2_concentration,4,1.719754582301043e-33,-0.11256510115188184,0.11256510115188184,Action,State,True,12
energy/co2_dosage,compartment/co2_concentration,5,2.34784394205386e-12,-0.06559057003731979,0.06559057003731979,Action,State,True,12
energy/electricity_use.lighting,compartment/co2_concentration,1,0.00026340773252761214,-0.034149005018795114,0.034149005018795114,Action,State,True,12
energy/electricity_use.lighting,compartment/co2_concentration,2,3.766607460310804e-05,0.03856953844738734,0.03856953844738734,Action,State,True,12
energy/energy_use.heating,compartment/co2_concentration,3,0.0028682801783512795,0.027909807614996198,0.027909807614996198,Action,State,True,12
compartment/heating_lower_circuit/pipe_temperature,compartment/heating_lower_circuit/pipe_temperature,1,0.0,0.7199038975891835,0.7199038975891835,Action,Action,True,12
compartment/heating_lower_circuit/pipe_temperature,compartment/heating_lower_circuit/pipe_temperature,2,1.8253669834389186e-54,-0.1446604441686979,0.1446604441686979,Action,Action,True,12
compartment/heating_lower_circuit/pipe_temperature,compartment/heating_lower_circuit/pipe_temperature,7,2.1766990314424408e-10,0.05935176754671746,0.05935176754671746,Action,Action,True,12
compartment/heating_lower_circuit/pipe_temperature,compartment/heating_lower_circuit/pipe_temperature,8,0.019264324039232113,0.021898282432554896,0.021898282432554896,Action,Action,True,12
compartment/heating_lower_circuit/pipe_temperature,compartment/humidity_deficit,6,0.0006452454792788489,-0.03193341408397738,0.03193341408397738,Action,State,True,12
compartment/humidity_deficit,compartment/humidity_deficit,1,0.0,0.6754021677746204,0.6754021677746204,State,State,True,12
compartment/humidity_deficit,compartment/humidity_deficit,7,2.76108937865801e-20,0.08626373995675404,0.08626373995675404,State,State,True,12
compartment/humidity_deficit,compartment/humidity_deficit,8,1.1988570023113978e-12,-0.06647696550195571,0.06647696550195571,State,State,True,12
compartment/humidity_deficit,compartment/humidity_deficit,11,3.7948722160889e-15,0.07352862994520547,0.07352862994520547,State,State,True,12
compartment/humidity_deficit,compartment/humidity_deficit,12,3.03954847894937e-08,-0.051845078176636146,0.051845078176636146,State,State,True,12
compartment/screen_blackout/screen_position,compartment/humidity_deficit,1,0.02938803070430732,-0.020389596325278043,0.020389596325278043,Action,State,True,12
compartment/screen_blackout/screen_position,compartment/humidity_deficit,10,0.04776561916617034,-0.018529103972032442,0.018529103972032442,Action,State,True,12
compartment/screen_energy/screen_position,compartment/humidity_deficit,1,4.145629942896514e-15,-0.07338998695597558,0.07338998695597558,Action,State,True,12
compartment/screen_energy/screen_position,compartment/humidity_deficit,2,0.007952781390167852,0.02484234988428575,0.02484234988428575,Action,State,True,12
energy/co2_dosage,compartment/humidity_deficit,1,0.0467250269212426,0.018619748554339968,0.018619748554339968,Action,State,True,12
energy/electricity_use.lighting,compartment/humidity_deficit,1,1.8344091080327686e-13,0.06881947153016507,0.06881947153016507,Action,State,True,12
energy/energy_use.heating,compartment/humidity_deficit,1,2.1162667181515874e-22,0.09095550584319388,0.09095550584319388,Action,State,True,12
energy/energy_use.heating,compartment/humidity_deficit,7,0.014080293866535162,-0.02298252238411997,0.02298252238411997,Action,State,True,12
energy/energy_use.heating,compartment/humidity_deficit,11,0.09470216601876155,-0.01564379962700792,0.01564379962700792,Action,State,True,12
compartment/air_temperature,compartment/leaf_temperature,1,2.9319217704805e-23,0.09284667063814304,0.09284667063814304,State,Physiology,True,12
compartment/humidity_deficit,compartment/leaf_temperature,5,0.08236361744883927,0.016264746319283853,0.016264746319283853,State,Physiology,True,12
compartment/humidity_deficit,compartment/leaf_temperature,11,0.032123269596118394,-0.020062988657367047,0.020062988657367047,State,Physiology,True,12
compartment/leaf_temperature,compartment/leaf_temperature,1,0.0,0.622274676321601,0.622274676321601,Physiology,Physiology,True,12
compartment/leaf_temperature,compartment/leaf_temperature,4,1.764176805331691e-12,0.06594249192677273,0.06594249192677273,Physiology,Physiology,True,12
compartment/par,compartment/leaf_temperature,1,7.984244136351911e-12,0.06395369161551367,0.06395369161551367,State,Physiology,True,12
compartment/par,compartment/leaf_temperature,12,0.09251392428389917,0.01574710892333747,0.01574710892333747,State,Physiology,True,12
compartment/par,compartment/par,1,0.0,0.5392102519076434,0.5392102519076434,State,State,True,12
compartment/par,compartment/par,2,2.8290108447251327e-11,0.06223446508386144,0.06223446508386144,State,State,True,12
compartment/par,compartment/par,3,2.7866788604045463e-11,0.06225515665978826,0.06225515665978826,State,State,True,12
compartment/par,compartment/par,5,1.2432328613742895e-07,0.04946225352524029,0.04946225352524029,State,State,True,12
energy/co2_dosage,compartment/par,1,0.00022750890369680263,0.034496486369897224,0.034496486369897224,Action,State,True,12
energy/electricity_use.lighting,compartment/par,1,2.8975174317277834e-43,0.12852195259481725,0.12852195259481725,Action,State,True,12
energy/electricity_use.lighting,compartment/par,2,8.366739911438377e-06,-0.041680200696060085,0.041680200696060085,Action,State,True,12
compartment/screen_blackout/screen_position,compartment/screen_blackout/screen_position,1,0.0,0.7918457225188195,0.7918457225188195,Action,Action,True,12
compartment/screen_blackout/screen_position,compartment/screen_blackout/screen_position,2,4.096825420646423e-162,-0.24982027010493624,0.24982027010493624,Action,Action,True,12
compartment/screen_blackout/screen_position,compartment/screen_blackout/screen_position,3,9.7970679346399e-07,0.04578296266021274,0.04578296266021274,Action,Action,True,12
compartment/screen_energy/screen_position,compartment/screen_energy/screen_position,1,0.0,0.7835586535236952,0.7835586535236952,Action,Action,True,12
compartment/screen_energy/screen_position,compartment/screen_energy/screen_position,2,1.8802130465225346e-162,-0.25007565085511974,0.25007565085511974,Action,Action,True,12
compartment/screen_energy/screen_position,compartment/screen_energy/screen_position,3,6.20550185720738e-12,0.06425894012488811,0.06425894012488811,Action,Action,True,12
compartment/water_supply/water_flow_duration,compartment/water_supply/water_flow_duration,1,0.0,0.8528843481743259,0.8528843481743259,Action,Action,True,12
compartment/water_supply/water_flow_duration,compartment/water_supply/water_flow_duration,2,0.0,-0.45874147312725333,0.45874147312725333,Action,Action,True,12
compartment/water_supply/water_flow_duration,compartment/water_supply/water_flow_duration,3,1.3474468067950404e-154,0.2440978120240031,0.2440978120240031,Action,Action,True,12
compartment/water_supply/water_flow_duration,compartment/water_supply/water_flow_duration,4,1.6340160869992187e-32,-0.11076429546331548,0.11076429546331548,Action,Action,True,12
compartment/water_supply/water_flow_duration,compartment/water_supply/water_flow_duration,5,0.0012312290677769758,0.03023475115695621,0.03023475115695621,Action,Action,True,12
compartment/window_position_lee_side,compartment/window_position_lee_side,1,0.0,0.6899984445573473,0.6899984445573473,Action,Action,True,12
compartment/window_position_lee_side,compartment/window_position_lee_side,2,5.41128274031597e-19,-0.08316604469116272,0.08316604469116272,Action,Action,True,12
compartment/window_position_lee_side,compartment/window_position_lee_side,4,1.0711138570505304e-07,0.04969687281688668,0.04969687281688668,Action,Action,True,12
compartment/window_position_wind_side,compartment/window_position_wind_side,1,0.0,0.6999094390470235,0.6999094390470235,Action,Action,True,12
compartment/window_position_wind_side,compartment/window_position_wind_side,2,9.115862663730262e-25,-0.09591110824331472,0.09591110824331472,Action,Action,True,12
compartment/window_position_wind_side,compartment/window_position_wind_side,4,6.465133301186702e-15,0.07283042815266583,0.07283042815266583,Action,Action,True,12
energy/co2_dosage,energy/co2_dosage,1,0.0,0.5001020359083239,0.5001020359083239,Action,Action,True,12
energy/co2_dosage,energy/co2_dosage,2,9.990704831541543e-07,0.04575299969320171,0.04575299969320171,Action,Action,True,12
energy/co2_dosage,energy/co2_dosage,3,8.22366708889392e-11,0.0607420534653439,0.0607420534653439,Action,Action,True,12
energy/co2_dosage,energy/co2_dosage,4,2.738950447320365e-06,0.04386624327133889,0.04386624327133889,Action,Action,True,12
energy/co2_dosage,energy/co2_dosage,5,0.0006717367441401591,0.03182090755303631,0.03182090755303631,Action,Action,True,12
energy/co2_dosage,energy/co2_dosage,6,0.0026016991398424283,0.028178241398183295,0.028178241398183295,Action,Action,True,12
energy/co2_dosage,energy/co2_dosage,8,8.36463613252002e-10,0.057402327085128296,0.057402327085128296,Action,Action,True,12
energy/co2_dosage,energy/co2_dosage,10,0.0030336483244425777,0.02774152095067836,0.02774152095067836,Action,Action,True,12
energy/electricity_use.lighting,energy/electricity_use.lighting,1,0.0,0.7686646714068301,0.7686646714068301,Action,Action,True,12
energy/electricity_use.lighting,energy/electricity_use.lighting,2,2.7208126451120126e-54,-0.14440590044677237,0.14440590044677237,Action,Action,True,12
energy/electricity_use.lighting,energy/electricity_use.lighting,12,0.025914972162518816,-0.020838562704248352,0.020838562704248352,Action,Action,True,12
energy/energy_use.heating,energy/energy_use.heating,1,0.0,0.7537516961783208,0.7537516961783208,Action,Action,True,12
energy/energy_use.heating,energy/energy_use.heating,2,3.3390300670216844e-149,-0.23987282917004962,0.23987282917004962,Action,Action,True,12
energy/energy_use.heating,energy/energy_use.heating,3,6.72728363645108e-09,0.05421079959328724,0.05421079959328724,Action,Action,True,12
energy/energy_use.heating,energy/energy_use.heating,6,7.831592603606896e-09,0.05397223074568287,0.05397223074568287,Action,Action,True,12
energy/energy_use.heating,energy/energy_use.heating,7,0.009196397226875552,0.024370471197108865,0.024370471197108865,Action,Action,True,12
compartment/water_supply/water_flow_duration,substrate_bulk_ec_mean,1,1.4445679626476183e-17,-0.07971999641177993,0.07971999641177993,Action,State,True,12
compartment/water_supply/water_flow_duration,substrate_bulk_ec_mean,2,1.5872428823669527e-16,0.07709858437968528,0.07709858437968528,Action,State,True,12
compartment/water_supply/water_flow_duration,substrate_bulk_ec_mean,3,1.28609239586921e-14,-0.07204491741581351,0.07204491741581351,Action,State,True,12
energy/co2_dosage,substrate_bulk_ec_mean,1,0.024285364641962275,0.02108348542217566,0.02108348542217566,Action,State,True,12
substrate_bulk_ec_mean,substrate_bulk_ec_mean,1,0.0,0.7526404720802473,0.7526404720802473,State,State,True,12
substrate_bulk_ec_mean,substrate_bulk_ec_mean,2,1.2078986087167152e-14,-0.07211954214921935,0.07211954214921935,State,State,True,12
substrate_bulk_ec_mean,substrate_bulk_ec_mean,3,1.1862325292931257e-10,-0.060238477151144804,0.060238477151144804,State,State,True,12
compartment/water_supply/water_flow_duration,substrate_relative_permittivity_mean,1,1.5966291546879437e-19,-0.08442835394494679,0.08442835394494679,Action,State,True,12
compartment/water_supply/water_flow_duration,substrate_relative_permittivity_mean,2,6.895681329571526e-20,0.0852823011522122,0.0852823011522122,Action,State,True,12
compartment/water_supply/water_flow_duration,substrate_relative_permittivity_mean,3,1.229557941116606e-16,-0.07737902748009853,0.07737902748009853,Action,State,True,12
substrate_relative_permittivity_mean,substrate_relative_permittivity_mean,1,0.0,0.7784313581023308,0.7784313581023308,State,State,True,12
substrate_relative_permittivity_mean,substrate_relative_permittivity_mean,2,9.593696505871287e-72,-0.16645714731478828,0.16645714731478828,State,State,True,12
substrate_relative_permittivity_mean,substrate_relative_permittivity_mean,4,1.1422313129261293e-10,0.0602840935433758,0.0602840935433758,State,State,True,12
compartment/screen_blackout/screen_position,substrate_temperature_mean,1,0.01172938631993787,0.02358436505905044,0.02358436505905044,Action,State,True,12
energy/co2_dosage,substrate_temperature_mean,2,6.346868887827921e-06,0.042243769088638056,0.042243769088638056,Action,State,True,12
energy/electricity_use.lighting,substrate_temperature_mean,1,2.7238384598913956e-25,0.09702533614579116,0.09702533614579116,Action,State,True,12
substrate_temperature_mean,substrate_temperature_mean,1,0.0,0.8852379750216768,0.8852379750216768,State,State,True,12
substrate_temperature_mean,substrate_temperature_mean,2,0.0,-0.4237327881223757,0.4237327881223757,State,State,True,12
substrate_temperature_mean,substrate_temperature_mean,3,2.992095239039106e-11,0.06217107951940245,0.06217107951940245,State,State,True,12
substrate_temperature_mean,substrate_temperature_mean,5,0.0007731537883069687,0.03147202879450385,0.03147202879450385,State,State,True,12
