source,target,lag,pval,val,abs_val,source_group,target_group,hierarchy_allowed,tau_max
compartment/water_supply/water_flow_duration,compartment/water_supply/water_flow_duration,5,9.068378023338967e-05,0.036607150259579536,0.036607150259579536,Action,Action,True,9
compartment/window_position_lee_side,compartment/window_position_lee_side,1,0.0,0.6902317836701238,0.6902317836701238,Action,Action,True,9
compartment/window_position_lee_side,compartment/window_position_lee_side,2,5.28709058703472e-19,-0.08316462736558192,0.08316462736558192,Action,Action,True,9
compartment/window_position_lee_side,compartment/window_position_lee_side,4,7.561239343141258e-08,0.05027056162417109,0.05027056162417109,Action,Action,True,9
compartment/window_position_wind_side,compartment/window_position_wind_side,1,0.0,0.6997732841771098,0.6997732841771098,Action,Action,True,9
compartment/window_position_wind_side,compartment/window_position_wind_side,2,7.572232742141298e-25,-0.09606044194241962,0.09606044194241962,Action,Action,True,9
compartment/window_position_wind_side,compartment/window_position_wind_side,4,3.6045187633492934e-15,0.07350197152457066,0.07350197152457066,Action,Action,True,9
energy/co2_dosage,energy/co2_dosage,1,0.0,0.5003468720503352,0.5003468720503352,Action,Action,True,9
energy/co2_dosage,energy/co2_dosage,2,1.010466087872416e-06,0.04571814804952184,0.04571814804952184,Action,Action,True,9
energy/co2_dosage,energy/co2_dosage,3,1.393816787928881e-10,0.059975515049746325,0.059975515049746325,Action,Action,True,9
energy/co2_dosage,energy/co2_dosage,4,2.91877399507634e-06,0.04373109004931694,0.04373109004931694,Action,Action,True,9
energy/co2_dosage,energy/co2_dosage,5,0.0007403677556741589,0.03156167570319057,0.03156167570319057,Action,Action,True,9
energy/co2_dosage,energy/co2_dosage,6,0.0029662527109953134,0.02779517424629159,0.02779517424629159,Action,Action,True,9
energy/co2_dosage,energy/co2_dosage,8,1.5011829477242806e-09,0.05651096861145038,0.05651096861145038,Action,Action,True,9
energy/electricity_use.lighting,energy/electricity_use.lighting,1,0.0,0.7698046354580372,0.7698046354580372,Action,Action,True,9
energy/electricity_use.lighting,energy/electricity_use.lighting,2,8.876572468384117e-53,-0.14229955551617393,0.14229955551617393,Action,Action,True,9
energy/electricity_use.lighting,energy/electricity_use.lighting,6,5.761693971834652e-19,-0.08307585281234067,0.08307585281234067,Action,Action,True,9
energy/electricity_use.lighting,energy/electricity_use.lighting,8,0.00022684493243867315,0.03448080646509201,0.03448080646509201,Action,Action,True,9
energy/energy_use.heating,energy/energy_use.heating,1,0.0,0.7537586925715654,0.7537586925715654,Action,Action,True,9
energy/energy_use.heating,energy/energy_use.heating,2,2.51155212995998e-149,-0.23990947304970683,0.23990947304970683,Action,Action,True,9
energy/energy_use.heating,energy/energy_use.heating,3,6.632037742952111e-09,0.054218909852234654,0.054218909852234654,Action,Action,True,9
energy/energy_use.heating,energy/energy_use.heating,6,7.722881190529251e-09,0.05398005578750343,0.05398005578750343,Action,Action,True,9
energy/energy_use.heating,energy/energy_use.heating,7,0.009281259384984714,0.024334625687395625,0.024334625687395625,Action,Action,True,9
compartment/water_supply/water_flow_duration,substrate_bulk_ec_mean,1,1.2564748756243848e-16,-0.07732799025750742,0.07732799025750742,Action,State,True,9
compartment/water_supply/water_flow_duration,substrate_bulk_ec_mean,2,2.216149945685886e-16,0.07669923609501313,0.07669923609501313,Action,State,True,9
compartment/water_supply/water_flow_duration,substrate_bulk_ec_mean,3,1.4909917131863214e-14,-0.07184363540309313,0.07184363540309313,Action,State,True,9
energy/co2_dosage,substrate_bulk_ec_mean,1,0.026738405120852113,0.02072747523636751,0.02072747523636751,Action,State,True,9
substrate_bulk_ec_mean,substrate_bulk_ec_mean,1,0.0,0.7528954698639434,0.7528954698639434,State,State,True,9
substrate_bulk_ec_mean,substrate_bulk_ec_mean,2,1.6427905059024063e-14,-0.0717279028560221,0.0717279028560221,State,State,True,9
substrate_bulk_ec_mean,substrate_bulk_ec_mean,3,6.154518488843333e-11,-0.061139860311534885,0.061139860311534885,State,State,True,9
compartment/water_supply/water_flow_duration,substrate_relative_permittivity_mean,1,2.6957947911431104e-18,-0.08147317427083256,0.08147317427083256,Action,State,True,9
compartment/water_supply/water_flow_duration,substrate_relative_permittivity_mean,2,9.327460685327976e-20,0.08494771554591887,0.08494771554591887,Action,State,True,9
compartment/water_supply/water_flow_duration,substrate_relative_permittivity_mean,3,1.431549013835537e-16,-0.07718313508111341,0.07718313508111341,Action,State,True,9
compartment/water_supply/water_flow_duration,substrate_relative_permittivity_mean,4,2.679401566882979e-16,0.07648663459574999,0.07648663459574999,Action,State,True,9
substrate_relative_permittivity_mean,substrate_relative_permittivity_mean,1,0.0,0.7788273459197192,0.7788273459197192,State,State,True,9
substrate_relative_permittivity_mean,substrate_relative_permittivity_mean,2,1.4138945616147777e-73,-0.16854270548579403,0.16854270548579403,State,State,True,9
substrate_relative_permittivity_mean,substrate_relative_permittivity_mean,4,8.457412977417821e-07,0.04605433626858611,0.04605433626858611,State,State,True,9
compartment/screen_blackout/screen_position,substrate_temperature_mean,2,0.0008026467366824538,0.03136145315102275,0.03136145315102275,Action,State,True,9
compartment/screen_energy/screen_position,substrate_temperature_mean,1,8.67930154690731e-18,0.08025999692422675,0.08025999692422675,Action,State,True,9
compartment/screen_energy/screen_position,substrate_temperature_mean,2,1.9253620011205018e-08,-0.052546128520766996,0.052546128520766996,Action,State,True,9
compartment/window_position_wind_side,substrate_temperature_mean,9,0.007124227615585475,0.025180030095409894,0.025180030095409894,Action,State,True,9
energy/co2_dosage,substrate_temperature_mean,2,1.5603807631918213e-06,0.04493613847742057,0.04493613847742057,Action,State,True,9
energy/electricity_use.lighting,substrate_temperature_mean,1,7.375517908246932e-23,0.09191897237099447,0.09191897237099447,Action,State,True,9
substrate_temperature_mean,substrate_temperature_mean,1,0.0,0.8837096047879077,0.8837096047879077,State,State,True,9
substrate_temperature_mean,substrate_temperature_mean,2,0.0,-0.4174966099843524,0.4174966099843524,State,State,True,9
substrate_temperature_mean,substrate_temperature_mean,3,3.8647386444859524e-11,0.06181832616439955,0.06181832616439955,State,State,True,9
substrate_temperature_mean,substrate_temperature_mean,5,0.0024043894905473252,0.0284114333621213,0.0284114333621213,State,State,True,9
