time,weather/air_temperature.outside,weather/relative_humidity.outside,weather/humidity_deficit,weather/air_absolute_humidity_content.outside,weather/radiation_global,weather/radiation_sum,weather/wind_speed,weather/wind_direction.registration,weather/rain_state,weather/par.outside,weather/heat_emission
2024-09-03 04:05:00+02:00,19.2,98.4,0.26639646,16.383398,1.0,0.0,0.0,4.0,0.0,1.0,-39.0
2024-09-03 04:10:00+02:00,19.0,97.9,0.34550154,16.106966,0.0,0.0,0.0,4.0,0.0,1.0,-39.0
2024-09-03 04:15:00+02:00,19.1,98.1,0.31446818,16.236475,0.0,0.0,0.0,4.0,0.0,1.0,-37.0
2024-09-03 04:20:00+02:00,19.1,98.3,0.28136083,16.269306,0.0,0.0,0.0,4.0,0.0,1.0,-37.0
2024-09-03 04:25:00+02:00,19.1,97.9,0.34757534,16.203644,0.0,0.0,0.0,4.0,0.0,1.0,-36.0
2024-09-03 04:30:00+02:00,19.1,98.0,0.3310216,16.220058,0.0,0.0,0.0,4.0,0.0,1.0,-36.0
2024-09-03 04:35:00+02:00,19.0,97.5,0.41132528,16.041685,0.0,0.0,0.0,4.0,0.0,1.0,-30.0
2024-09-03 04:40:00+02:00,19.1,98.0,0.3310216,16.220058,0.0,0.0,0.0,4.0,0.0,1.0,-28.0
2024-09-03 04:45:00+02:00,19.1,97.7,0.38068485,16.170809,0.0,0.0,0.0,4.0,0.0,1.0,-25.0
2024-09-03 04:50:00+02:00,19.2,97.7,0.38296825,16.267803,0.0,0.0,0.0,4.0,0.0,1.0,-21.0
2024-09-03 04:55:00+02:00,19.2,98.2,0.29970184,16.350372,1.0,0.0,0.0,4.0,0.0,1.0,-20.0
2024-09-03 05:00:00+02:00,18.7,98.7,0.2100581,15.948218,0.0,0.0,0.0,4.0,0.0,1.0,-17.0
2024-09-03 05:05:00+02:00,18.8,98.7,0.21132147,16.044138,0.0,0.0,0.0,4.0,0.0,1.0,-18.0
2024-09-03 05:10:00+02:00,19.0,98.3,0.2796822,16.172241,0.0,0.0,0.0,4.0,0.0,1.0,-24.0
2024-09-03 05:15:00+02:00,18.6,99.0,0.16061215,15.900603,1.0,0.0,0.0,4.0,0.0,1.0,-25.0
2024-09-03 05:20:00+02:00,18.9,98.1,0.31072563,16.043242,0.0,0.0,0.0,4.0,0.0,1.0,-25.0
2024-09-03 05:25:00+02:00,19.2,98.5,0.24974483,16.399912,0.0,0.0,0.0,4.0,0.0,1.0,-23.0
2024-09-03 05:30:00+02:00,19.3,98.1,0.3182504,16.431757,1.0,0.0,0.0,4.0,0.0,1.0,-22.0
2024-09-03 05:35:00+02:00,19.1,98.6,0.23170382,16.31855,0.0,0.0,0.0,4.0,0.0,1.0,-25.0
2024-09-03 05:40:00+02:00,18.8,98.2,0.29261073,15.963513,0.0,0.0,0.0,4.0,0.0,1.0,-26.0
2024-09-03 05:45:00+02:00,19.2,98.5,0.24974483,16.399912,0.0,0.0,0.0,4.0,0.0,1.0,-22.0
2024-09-03 05:50:00+02:00,19.3,98.4,0.26799306,16.48159,0.0,0.0,0.0,4.0,0.0,1.0,-24.0
2024-09-03 05:55:00+02:00,19.3,98.4,0.26799306,16.48159,0.0,0.0,0.0,4.0,0.0,1.0,-28.0
2024-09-03 06:00:00+02:00,19.3,98.3,0.2847448,16.46498,0.0,0.0,0.0,4.0,0.0,1.0,-33.0
2024-09-03 06:05:00+02:00,19.2,98.7,0.2164424,16.432934,0.0,0.0,0.0,4.0,0.0,1.0,-30.0
2024-09-03 06:10:00+02:00,19.1,98.6,0.23170382,16.31855,0.0,0.0,0.0,8.0,0.0,1.0,-26.0
2024-09-03 06:15:00+02:00,19.2,99.0,0.16648959,16.48247,0.0,0.0,0.0,8.0,0.0,1.0,-25.0
2024-09-03 06:20:00+02:00,19.2,99.0,0.16648959,16.48247,0.0,0.0,0.0,8.0,0.0,1.0,-28.0
2024-09-03 06:25:00+02:00,19.2,99.3,0.11653928,16.532001,0.0,0.0,0.0,8.0,0.0,1.0,-21.0
2024-09-03 06:30:00+02:00,19.2,99.1,0.14983962,16.49898,0.0,0.0,0.0,8.0,0.0,1.0,-23.0
2024-09-03 06:35:00+02:00,19.3,99.0,0.16748737,16.58125,0.0,0.0,0.0,8.0,0.0,1.0,-22.0
2024-09-03 06:40:00+02:00,19.2,99.3,0.11653928,16.532001,0.0,0.0,0.0,8.0,0.0,1.0,-25.0
2024-09-03 06:45:00+02:00,19.1,99.4,0.09929467,16.449858,0.0,0.0,0.0,8.0,0.0,1.0,-26.0
2024-09-03 06:50:00+02:00,19.1,99.8,0.0330967,16.515507,4.0,0.0,0.0,8.0,0.0,3.0,-32.0
2024-09-03 06:55:00+02:00,19.1,99.8,0.0330967,16.515507,7.0,0.0,0.0,8.0,0.0,9.0,-31.0
2024-09-03 07:00:00+02:00,19.1,99.8,0.0330967,16.515507,11.0,0.0,0.0,8.0,0.0,13.0,-30.0
2024-09-03 07:05:00+02:00,19.2,99.8,0.03329518,16.61455,17.0,1.0,0.0,8.0,0.0,22.0,-26.0
2024-09-03 07:10:00+02:00,19.1,99.8,0.0330967,16.515507,20.0,1.0,0.0,8.0,0.0,27.0,-17.0
2024-09-03 07:15:00+02:00,19.0,99.6,0.065800875,16.384354,25.0,2.0,0.0,8.0,0.0,34.0,-16.0
2024-09-03 07:20:00+02:00,19.1,99.6,0.06619576,16.482681,31.0,3.0,0.0,8.0,0.0,46.0,-20.0
2024-09-03 07:25:00+02:00,19.2,99.6,0.066592745,16.58153,27.0,4.0,0.0,8.0,0.0,44.0,-21.0
2024-09-03 07:30:00+02:00,19.3,99.8,0.033494703,16.714113,23.0,4.0,0.0,8.0,0.0,44.0,-20.0
2024-09-03 07:35:00+02:00,19.3,99.6,0.06699181,16.680899,23.0,5.0,0.0,8.0,0.0,44.0,-20.0
2024-09-03 07:40:00+02:00,19.6,99.0,0.17051248,16.880735,22.0,6.0,0.0,8.0,0.0,43.0,-18.0
2024-09-03 07:45:00+02:00,19.7,98.9,0.18868601,16.964613,24.0,6.0,0.0,8.0,0.0,44.0,-20.0
2024-09-03 07:50:00+02:00,19.6,98.4,0.27283376,16.779293,25.0,7.0,0.0,8.0,0.0,49.0,-19.0
2024-09-03 07:55:00+02:00,19.7,98.5,0.25730836,16.896582,17.0,8.0,0.0,16.0,0.0,33.0,-12.0
2024-09-03 08:00:00+02:00,19.7,98.2,0.30877855,16.845556,14.0,8.0,0.0,16.0,0.0,25.0,-11.0
2024-09-03 08:05:00+02:00,19.8,98.0,0.34514174,16.911945,23.0,9.0,0.0,16.0,0.0,46.0,-11.0
2024-09-03 08:10:00+02:00,19.9,97.5,0.43402112,16.926823,34.0,10.0,0.0,16.0,0.0,68.0,-13.0
2024-09-03 08:15:00+02:00,20.2,96.9,0.54789597,17.126175,54.0,11.0,0.0,16.0,0.0,105.0,-16.0
2024-09-03 08:20:00+02:00,20.1,97.0,0.5270779,17.042187,62.0,13.0,0.0,16.0,0.0,120.0,-20.0
2024-09-03 08:25:00+02:00,20.0,95.6,0.76856214,16.698753,67.0,15.0,0.0,16.0,0.0,136.0,-19.0
2024-09-03 08:30:00+02:00,20.1,94.9,0.8961989,16.676334,56.0,16.0,0.0,16.0,0.0,111.0,-18.0
2024-09-03 08:35:00+02:00,20.3,93.3,1.1915956,16.59342,79.0,19.0,0.0,16.0,0.0,158.0,-22.0
2024-09-03 08:40:00+02:00,20.3,93.1,1.2271883,16.558147,77.0,21.0,0.0,16.0,0.0,152.0,-22.0
2024-09-03 08:45:00+02:00,20.4,93.4,1.1807845,16.709894,91.0,23.0,0.0,16.0,0.0,182.0,-25.0
2024-09-03 08:50:00+02:00,20.4,92.8,1.2881981,16.60345,96.0,26.0,0.0,16.0,0.0,195.0,-26.0
2024-09-03 08:55:00+02:00,20.5,92.8,1.2958581,16.702179,106.0,29.0,0.0,16.0,0.0,212.0,-30.0
2024-09-03 09:00:00+02:00,20.6,92.3,1.3941472,16.711668,109.0,33.0,0.0,16.0,0.0,220.0,-32.0
2024-09-03 09:05:00+02:00,20.7,91.7,1.5117908,16.702549,112.0,36.0,0.0,16.0,0.0,221.0,-35.0
2024-09-03 09:10:00+02:00,20.8,91.7,1.5207624,16.80167,123.0,40.0,0.0,16.0,0.0,242.0,-38.0
2024-09-03 09:15:00+02:00,20.6,90.8,1.6659629,16.442335,138.0,43.0,0.0,16.0,0.0,269.0,-44.0
2024-09-03 09:20:00+02:00,20.9,91.9,1.4928906,16.93786,152.0,48.0,0.0,16.0,0.0,299.0,-47.0
2024-09-03 09:25:00+02:00,20.8,90.6,1.7224845,16.601816,165.0,53.0,0.0,16.0,0.0,326.0,-48.0
2024-09-03 09:30:00+02:00,20.9,90.4,1.7695992,16.663729,158.0,57.0,0.0,16.0,0.0,313.0,-48.0
2024-09-03 09:35:00+02:00,21.0,90.1,1.835768,16.70734,166.0,62.0,0.5,16.0,0.0,328.0,-48.0
2024-09-03 09:40:00+02:00,21.1,90.0,1.8653121,16.78781,175.0,68.0,0.3,16.0,0.0,345.0,-48.0
2024-09-03 09:45:00+02:00,21.3,87.9,2.2842753,16.594036,237.0,78.0,0.0,16.0,0.0,489.0,-49.0
2024-09-03 09:50:00+02:00,21.4,87.6,2.3548193,16.635656,257.0,81.0,0.0,16.0,0.0,514.0,-49.0
2024-09-03 09:55:00+02:00,21.7,87.4,2.4354835,16.893753,252.0,88.0,0.0,16.0,0.0,509.0,-51.0
2024-09-03 10:00:00+02:00,21.9,86.4,2.6601222,16.899601,275.0,96.0,0.0,16.0,0.0,561.0,-53.0
2024-09-03 10:05:00+02:00,21.7,84.3,3.0356119,16.2995,293.0,105.0,0.0,16.0,0.0,611.0,-55.0
2024-09-03 10:10:00+02:00,21.9,83.8,3.1694925,16.395279,291.0,114.0,0.5,16.0,0.0,579.0,-57.0
2024-09-03 10:15:00+02:00,22.0,82.9,3.3655868,16.316208,251.0,122.0,0.5,16.0,0.0,503.0,-55.0
2024-09-03 10:20:00+02:00,22.1,81.7,3.6234114,16.176647,237.0,130.0,0.8,16.0,0.0,475.0,-54.0
2024-09-03 10:25:00+02:00,22.2,81.5,3.6846395,16.23233,261.0,137.0,0.5,16.0,0.0,521.0,-58.0
2024-09-03 10:30:00+02:00,22.1,80.2,3.9210036,15.882042,264.0,145.0,1.0,16.0,0.0,530.0,-53.0
2024-09-03 10:35:00+02:00,22.4,80.2,3.9905918,16.163908,272.0,154.0,1.5,16.0,0.0,573.0,-51.0
2024-09-03 10:40:00+02:00,22.5,80.2,4.01403,16.258844,301.0,163.0,1.5,16.0,0.0,651.0,-51.0
2024-09-03 10:45:00+02:00,22.7,80.7,3.9585083,16.551895,331.0,173.0,1.5,16.0,0.0,697.0,-53.0
2024-09-03 10:50:00+02:00,23.1,78.0,4.6202397,16.38085,378.0,186.0,1.5,16.0,0.0,867.0,-59.0
2024-09-03 10:55:00+02:00,22.5,78.0,4.4610443,15.816429,328.0,195.0,1.5,16.0,0.0,617.0,-55.0
2024-09-03 11:00:00+02:00,22.3,77.4,4.529594,15.512858,278.0,203.0,1.5,16.0,0.0,498.0,-45.0
2024-09-03 11:05:00+02:00,22.9,78.9,4.3793902,16.376015,234.0,210.0,1.5,16.0,0.0,474.0,-45.0
2024-09-03 11:10:00+02:00,22.5,76.4,4.786273,15.494546,251.0,217.0,2.0,16.0,0.0,520.0,-46.0
2024-09-03 11:15:00+02:00,23.0,76.7,4.8654613,16.016344,240.0,225.0,2.0,16.0,0.0,494.0,-44.0
2024-09-03 11:20:00+02:00,22.8,76.2,4.912409,15.727962,240.0,232.0,2.0,16.0,0.0,493.0,-43.0
2024-09-03 11:25:00+02:00,22.8,77.7,4.602078,16.03504,246.0,239.0,2.0,16.0,0.0,509.0,-40.0
2024-09-03 11:30:00+02:00,22.7,77.7,4.575253,15.941573,235.0,247.0,2.5,16.0,0.0,493.0,-37.0
2024-09-03 11:35:00+02:00,22.5,78.1,4.440721,15.836543,185.0,252.0,2.5,16.0,0.0,331.0,-29.0
2024-09-03 11:40:00+02:00,22.6,78.8,4.3237023,16.071123,195.0,258.0,3.0,16.0,0.0,457.0,-32.0
2024-09-03 11:45:00+02:00,22.7,79.6,4.1846027,16.328156,245.0,268.0,3.0,16.0,0.0,697.0,-39.0
2024-09-03 11:50:00+02:00,22.4,78.4,4.3541746,15.804043,295.0,279.0,3.0,16.0,0.0,694.0,-36.0
2024-09-03 11:55:00+02:00,22.6,79.3,4.2215095,16.172258,279.0,288.0,3.0,16.0,0.0,579.0,-34.0
2024-09-03 12:00:00+02:00,22.6,78.0,4.487234,15.909285,289.0,296.0,3.5,16.0,0.0,652.0,-36.0
2024-09-03 12:05:00+02:00,22.6,78.3,4.425906,15.969977,292.0,305.0,4.0,32.0,0.0,612.0,-35.0
2024-09-03 12:10:00+02:00,22.6,78.9,4.303263,16.09135,282.0,313.0,4.0,32.0,0.0,583.0,-34.0
2024-09-03 12:15:00+02:00,22.7,75.3,5.0689254,15.453042,259.0,321.0,4.0,32.0,0.0,554.0,-35.0
2024-09-03 12:20:00+02:00,22.6,76.8,4.732581,15.666477,211.0,328.0,4.0,32.0,0.0,401.0,-27.0
2024-09-03 12:25:00+02:00,22.5,77.4,4.582992,15.695736,161.0,333.0,4.0,32.0,0.0,309.0,-25.0
2024-09-03 12:30:00+02:00,22.2,78.4,4.303415,15.619803,129.0,337.0,4.0,32.0,0.0,274.0,-23.0
2024-09-03 12:35:00+02:00,22.1,79.4,4.0797553,15.724883,130.0,341.0,4.0,32.0,0.0,270.0,-22.0
2024-09-03 12:40:00+02:00,22.3,80.1,3.987352,16.049591,169.0,346.0,4.0,32.0,0.0,362.0,-27.0
2024-09-03 12:45:00+02:00,22.0,78.9,4.1545186,15.535145,166.0,351.0,4.0,32.0,0.0,356.0,-26.0
2024-09-03 12:50:00+02:00,21.9,79.3,4.0517173,15.521799,116.0,354.0,4.0,32.0,0.0,182.0,-22.0
2024-09-03 12:55:00+02:00,22.0,79.6,4.016411,15.671875,151.0,360.0,4.0,32.0,0.0,414.0,-26.0
2024-09-03 13:00:00+02:00,22.2,80.5,3.884202,16.034782,169.0,365.0,4.0,32.0,0.0,355.0,-26.0
2024-09-03 13:05:00+02:00,22.1,80.9,3.7821152,16.019537,179.0,370.0,4.0,32.0,0.0,414.0,-28.0
2024-09-03 13:10:00+02:00,22.1,80.0,3.9606888,15.842755,229.0,377.0,4.0,32.0,0.0,565.0,-33.0
2024-09-03 13:15:00+02:00,22.0,79.1,4.1150575,15.574212,273.0,386.0,4.0,32.0,0.0,573.0,-33.0
2024-09-03 13:20:00+02:00,22.2,79.9,4.0039587,15.916236,291.0,394.0,4.0,32.0,0.0,624.0,-35.0
2024-09-03 13:25:00+02:00,22.5,79.1,4.2375116,16.037663,315.0,404.0,4.0,64.0,0.0,655.0,-36.0
2024-09-03 13:30:00+02:00,22.3,77.5,4.5095057,15.5327425,277.0,412.0,4.0,64.0,0.0,486.0,-30.0
2024-09-03 13:35:00+02:00,22.2,77.9,4.4032536,15.520972,227.0,418.0,4.0,64.0,0.0,406.0,-31.0
2024-09-03 13:40:00+02:00,22.0,80.7,3.799422,15.8867,277.0,427.0,4.0,64.0,0.0,656.0,-36.0
2024-09-03 13:45:00+02:00,22.3,80.7,3.8668945,16.168825,327.0,440.0,4.0,64.0,0.0,906.0,-50.0
2024-09-03 13:50:00+02:00,22.0,78.9,4.1545186,15.535145,334.0,451.0,4.0,64.0,0.0,727.0,-49.0
2024-09-03 13:55:00+02:00,22.4,80.5,3.9300067,16.223875,284.0,458.0,4.0,64.0,0.0,477.0,-37.0
2024-09-03 14:00:00+02:00,22.2,81.7,3.6447325,16.271835,247.0,465.0,4.0,64.0,0.0,520.0,-39.0
2024-09-03 14:05:00+02:00,22.4,81.9,3.647329,16.503662,240.0,473.0,4.0,64.0,0.0,508.0,-39.0
2024-09-03 14:10:00+02:00,22.2,79.8,4.0239196,15.896477,221.0,480.0,4.0,64.0,0.0,477.0,-36.0
2024-09-03 14:15:00+02:00,22.0,79.8,3.9769537,15.710938,208.0,486.0,4.5,64.0,0.0,457.0,-35.0
2024-09-03 14:20:00+02:00,21.6,80.1,3.8266754,15.402848,158.0,490.0,4.5,64.0,0.0,267.0,-28.0
2024-09-03 14:25:00+02:00,21.5,80.3,3.7658892,15.350303,138.0,494.0,4.5,64.0,0.0,306.0,-31.0
2024-09-03 14:30:00+02:00,21.5,80.0,3.8233495,15.293398,157.0,499.0,4.5,64.0,1.0,357.0,-33.0
2024-09-03 14:35:00+02:00,21.4,81.0,3.610483,15.392058,156.0,503.0,4.5,64.0,0.0,356.0,-32.0
2024-09-03 14:40:00+02:00,21.3,80.7,3.6460242,15.245291,155.0,508.0,4.5,64.0,1.0,351.0,-31.0
2024-09-03 14:45:00+02:00,21.3,83.6,3.0973165,15.788758,157.0,513.0,4.5,64.0,1.0,356.0,-25.0
2024-09-03 14:50:00+02:00,21.0,83.0,3.1544294,15.401037,162.0,518.0,4.5,64.0,0.0,364.0,-27.0
2024-09-03 14:55:00+02:00,21.0,85.0,2.7827976,15.769186,190.0,523.0,4.5,64.0,1.0,420.0,-29.0
2024-09-03 15:00:00+02:00,21.0,86.6,2.4855928,16.063606,238.0,530.0,4.5,64.0,1.0,515.0,-22.0
2024-09-03 15:05:00+02:00,20.8,84.5,2.8418725,15.492788,258.0,537.0,4.5,64.0,0.0,557.0,-24.0
2024-09-03 15:10:00+02:00,21.0,83.4,3.0800915,15.474678,249.0,545.0,4.0,64.0,0.0,536.0,-30.0
2024-09-03 15:15:00+02:00,21.0,79.1,3.879513,14.682749,266.0,552.0,4.0,64.0,0.0,568.0,-34.0
2024-09-03 15:20:00+02:00,21.4,79.5,3.8960836,15.109202,311.0,562.0,4.0,64.0,0.0,728.0,-37.0
2024-09-03 15:25:00+02:00,21.8,78.8,4.125459,15.334257,338.0,572.0,4.0,64.0,0.0,729.0,-40.0
2024-09-03 15:30:00+02:00,21.8,77.9,4.300979,15.160466,345.0,583.0,4.0,64.0,0.0,735.0,-43.0
2024-09-03 15:35:00+02:00,22.0,75.7,4.7861195,14.909843,336.0,593.0,4.0,64.0,0.0,715.0,-43.0
2024-09-03 15:40:00+02:00,21.8,75.1,4.84724,14.619586,339.0,603.0,3.5,64.0,0.0,718.0,-39.0
2024-09-03 15:45:00+02:00,22.3,77.5,4.5095057,15.5327425,360.0,614.0,3.5,64.0,0.0,760.0,-42.0
2024-09-03 15:50:00+02:00,22.0,77.3,4.470268,15.222545,315.0,624.0,3.5,64.0,0.0,655.0,-43.0
2024-09-03 15:55:00+02:00,22.0,75.2,4.8848433,14.812104,275.0,632.0,3.5,64.0,0.0,555.0,-42.0
2024-09-03 16:00:00+02:00,21.5,74.7,4.839022,14.287545,225.0,639.0,3.0,64.0,0.0,391.0,-35.0
2024-09-03 16:05:00+02:00,21.6,76.9,4.4434056,14.792118,175.0,643.0,3.0,64.0,0.0,222.0,-28.0
2024-09-03 16:10:00+02:00,21.6,76.1,4.597649,14.639376,127.0,647.0,3.0,64.0,0.0,270.0,-27.0
2024-09-03 16:15:00+02:00,21.6,76.7,4.481965,14.753934,114.0,650.0,3.0,64.0,0.0,246.0,-25.0
2024-09-03 16:20:00+02:00,21.7,76.8,4.489046,14.860293,115.0,653.0,3.0,64.0,0.0,254.0,-25.0
2024-09-03 16:25:00+02:00,21.5,76.3,4.532293,14.591309,82.0,656.0,3.0,64.0,0.0,186.0,-23.0
2024-09-03 16:30:00+02:00,21.4,77.7,4.238914,14.769666,56.0,658.0,3.0,64.0,0.0,125.0,-23.0
2024-09-03 16:35:00+02:00,21.4,78.3,4.124623,14.882858,100.0,661.0,3.0,64.0,0.0,233.0,-22.0
2024-09-03 16:40:00+02:00,21.5,78.5,4.1106977,15.008827,150.0,665.0,3.0,64.0,0.0,341.0,-24.0
2024-09-03 16:45:00+02:00,21.5,77.8,4.244822,14.876,175.0,670.0,2.5,64.0,0.0,368.0,-25.0
2024-09-03 16:50:00+02:00,21.7,78.3,4.1981883,15.148304,195.0,676.0,2.5,64.0,0.0,405.0,-27.0
2024-09-03 16:55:00+02:00,21.5,77.4,4.321473,14.80009,199.0,682.0,2.5,64.0,0.0,387.0,-29.0
2024-09-03 17:00:00+02:00,21.5,76.1,4.5706296,14.553343,183.0,687.0,2.5,64.0,0.0,385.0,-28.0
2024-09-03 17:05:00+02:00,21.5,76.0,4.589798,14.53436,133.0,691.0,2.5,64.0,0.0,189.0,-25.0
2024-09-03 17:10:00+02:00,21.4,76.7,4.429426,14.580984,83.0,693.0,2.5,64.0,0.0,147.0,-22.0
2024-09-03 17:15:00+02:00,21.3,77.2,4.308663,14.588979,101.0,696.0,2.5,64.0,0.0,220.0,-21.0
2024-09-03 17:20:00+02:00,21.4,77.4,4.296063,14.713066,80.0,698.0,2.5,64.0,0.0,171.0,-22.0
2024-09-03 17:25:00+02:00,21.2,77.7,4.1891627,14.596318,113.0,702.0,2.5,64.0,0.0,237.0,-22.0
2024-09-03 17:30:00+02:00,21.2,78.3,4.076216,14.708194,127.0,705.0,2.5,64.0,0.0,278.0,-21.0
2024-09-03 17:35:00+02:00,21.2,77.9,4.151512,14.633612,127.0,709.0,2.5,64.0,0.0,273.0,-21.0
2024-09-03 17:40:00+02:00,20.8,75.6,4.477351,13.872447,80.0,712.0,3.0,64.0,0.0,184.0,-21.0
